"age","c_charge_degree","c_charge_desc","race","score_text","sex","priors_count","juv_fel_count","juv_misd_count","juv_other_count","decile_score","two_year_recid","length_of_stay","priors_1","priors_234","priors_5plus","juv_fel_1plus","juv_misd_1plus","juv_other_1plus","charge_any_drug","charge_any_violence_aggression","charge_any_theft","length_of_stay_thresh"
21,"M","Battery","African-American","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1
43,"M","Battery","Caucasian","Low","Female",0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
29,"F","Poss of Cocaine W/I/D/S 1000FT Park","African-American","High","Male",0,0,0,0,8,0,3,0,0,0,0,0,0,1,0,0,3
43,"F","Robbery Sudd Snatch No Weapon","African-American","Low","Male",1,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,2
25,"F","arrest case no charge","African-American","Low","Male",1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,2
47,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
21,"F","Grand Theft in the 3rd Degree","African-American","Medium","Female",0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1
54,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,"F","Lewd Act Presence Child 16-","African-American","Low","Male",3,0,0,1,1,1,34,0,1,0,0,0,1,0,0,0,30
28,"M","Battery","African-American","Low","Female",2,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1
53,"F","Poss Contr Subst W/o Prescript","Caucasian","Low","Female",4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
54,"M","Soliciting For Prostitution","African-American","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,"F","arrest case no charge","Hispanic","Low","Male",3,0,0,0,1,1,83,0,1,0,0,0,0,0,0,0,30
34,"F","Felony Driving While Lic Suspd","African-American","Low","Male",2,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1
60,"F","Battery on Law Enforc Officer","Caucasian","Low","Female",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
22,"F","Grand Theft in the 3rd Degree","African-American","Low","Male",0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1
51,"F","Felony Driving While Lic Suspd","African-American","Medium","Male",3,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
29,"F","Felony Battery (Dom Strang)","African-American","Low","Male",0,0,0,0,2,1,13,0,0,0,0,0,0,0,1,0,13
28,"M","arrest case no charge","African-American","Medium","Male",5,0,0,1,6,0,28,0,0,1,0,0,1,0,0,0,28
33,"F","Grand Theft (Motor Vehicle)","Caucasian","Low","Male",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
43,"M","Battery","Caucasian","Low","Male",4,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,2
45,"M","Battery","Hispanic","Medium","Male",1,0,0,0,6,0,27,1,0,0,0,0,0,0,1,0,27
32,"F","Resist Officer w/Violence","Caucasian","Medium","Male",5,0,0,0,5,1,65,0,0,1,0,0,0,0,1,0,30
35,"F","Possession of Cocaine","African-American","Low","Female",0,0,0,0,3,1,2,0,0,0,0,0,0,1,0,0,2
23,"F","Felony Batt(Great Bodily Harm)","African-American","Low","Male",1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1
41,"M","Aggrav Battery w/Deadly Weapon","Hispanic","Low","Male",1,0,0,0,1,0,114,1,0,0,0,0,0,0,1,0,30
25,"F","arrest case no charge","Other","High","Male",24,20,0,0,10,1,1,0,0,1,1,0,0,0,0,0,1
35,"F","Aggravated Assault W/Dead Weap","Hispanic","High","Male",12,0,1,0,9,0,10,0,0,1,0,1,0,0,1,0,10
25,"F","Crim Use of Personal ID Info","African-American","Medium","Male",4,0,0,0,6,1,43,0,1,0,0,0,0,0,0,0,30
69,"F","Driving While License Revoked","Caucasian","Low","Male",6,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1
24,"M","Battery","Asian","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1
28,"F","Grand Theft in the 3rd Degree","Hispanic","Low","Male",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
47,"F","Poss Wep Conv Felon","African-American","Medium","Male",23,0,0,0,7,1,403,0,0,1,0,0,0,0,0,0,30
29,"F","Poss Pyrrolidinovalerophenone","African-American","High","Male",13,0,1,0,10,1,2,0,0,1,0,1,0,1,0,0,2
26,"F","Drivg While Lic Suspd/Revk/Can","African-American","High","Male",9,0,0,0,8,1,3,0,0,1,0,0,0,0,0,0,3
31,"M","Viol Prot Injunc Repeat Viol","Other","Low","Male",0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,3
28,"F","Deliver 3,4 Methylenediox","Caucasian","Medium","Male",0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,1
48,"M","Driving Under The Influence","Caucasian","Low","Male",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
44,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
42,"M","Driving License Suspended","African-American","Medium","Male",7,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,1
39,"F","Grand Theft in the 3rd Degree","African-American","Medium","Male",5,0,0,0,7,0,4,0,0,1,0,0,0,0,0,1,4
46,"F","Grand Theft in the 3rd Degree","Hispanic","Low","Female",2,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,3
55,"M","Battery","Caucasian","Medium","Male",0,0,0,0,5,0,10,0,0,0,0,0,0,0,1,0,10
27,"F","Burglary Dwelling Occupied","African-American","High","Male",5,0,0,0,9,1,4,0,0,1,0,0,0,0,0,1,4
31,"M","Battery","Caucasian","High","Female",0,0,0,0,9,0,5,0,0,0,0,0,0,0,1,0,5
25,"F","Poss Tetrahydrocannabinols","African-American","Low","Male",0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1
32,"M","Refuse Submit Blood/Breath Test","Caucasian","Medium","Male",6,0,0,2,7,0,0,0,0,1,0,0,1,0,0,0,0
36,"F","Driving While License Revoked","African-American","Medium","Male",2,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1
21,"F","arrest case no charge","African-American","Medium","Male",3,0,0,0,7,1,4,0,1,0,0,0,0,0,0,0,4
39,"M","Driving Under The Influence","Caucasian","Low","Male",2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
26,"M","Battery","African-American","Low","Female",0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
28,"F","Grand Theft in the 3rd Degree","African-American","High","Male",8,0,0,0,8,1,20,0,0,1,0,0,0,0,0,1,20
67,"M","Refuse Submit Blood/Breath Test","Caucasian","Low","Male",2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
22,"F","Aggrav Battery w/Deadly Weapon","Other","Low","Female",0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,2
37,"M","Driving Under The Influence","Caucasian","Low","Male",3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
23,"M","Criminal Mischief","African-American","High","Male",2,0,0,0,8,1,2,0,1,0,0,0,0,0,0,0,2
49,"M","Battery","African-American","Medium","Female",14,0,0,0,7,1,122,0,0,1,0,0,0,0,1,0,30
32,"M","Trespass Other Struct/Conve","Caucasian","Medium","Male",9,0,0,0,7,1,5,0,0,1,0,0,0,0,0,0,5
41,"M","Battery","Caucasian","Medium","Male",9,0,0,0,6,0,33,0,0,1,0,0,0,0,1,0,30
25,"M","Battery","African-American","Low","Male",1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0
58,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
44,"M","Battery","African-American","High","Male",19,2,0,0,9,1,17,0,0,1,1,0,0,0,1,0,17
28,"F","Aggrav Stalking After Injunctn","African-American","Low","Male",1,0,0,0,4,0,16,1,0,0,0,0,0,0,1,0,16
39,"F","Grand Theft in the 3rd Degree","African-American","Medium","Female",0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,2
54,"F","Agg Battery Grt/Bod/Harm","Caucasian","Low","Male",0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,7
43,"M","DUI Property Damage/Injury","Caucasian","Low","Male",0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1
31,"M","Battery","African-American","High","Male",5,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0
30,"F","Pos Cannabis W/Intent Sel/Del","African-American","High","Male",11,4,1,0,10,0,117,0,0,1,1,1,0,1,0,0,30
27,"M","Battery","Caucasian","Low","Male",4,0,1,3,4,1,1,0,1,0,0,1,1,0,1,0,1
28,"M","Battery","African-American","Low","Male",0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1
24,"M","Possess Drug Paraphernalia","African-American","Medium","Male",0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,1
43,"M","Susp Drivers Lic 1st Offense","Caucasian","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,"M","Driving Under The Influence","African-American","Low","Male",10,0,0,0,4,1,5,0,0,1,0,0,0,0,0,0,5
24,"F","Solicit Deliver Cocaine","Hispanic","High","Male",11,0,0,0,10,1,1,0,0,1,0,0,0,1,0,0,1
23,"F","Pos Cannabis W/Intent Sel/Del","African-American","Low","Male",0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,2
36,"M","Viol Injunct Domestic Violence","Caucasian","Low","Male",5,0,0,0,3,1,1,0,0,1,0,0,0,0,1,0,1
27,"F","arrest case no charge","Caucasian","High","Male",1,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,1
24,"F","Felon in Pos of Firearm or Amm","African-American","High","Male",0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,1
66,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
36,"F","Possession of Cocaine","Caucasian","Low","Female",3,0,0,1,4,0,25,0,1,0,0,0,1,1,0,0,25
53,"F","Felony Petit Theft","Hispanic","High","Male",9,0,0,0,8,1,130,0,0,1,0,0,0,0,0,1,30
23,"F","Possession of Cocaine","Caucasian","Low","Male",1,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0
22,"M","Battery","African-American","Medium","Female",0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0
25,"F","Crimin Mischief Damage $1000+","Hispanic","Low","Male",1,0,0,1,3,0,1,1,0,0,0,0,1,0,0,0,1
56,"F","Possession of Cocaine","African-American","Low","Male",4,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,2
51,"F","arrest case no charge","Asian","Low","Male",1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
58,"M","arrest case no charge","African-American","Low","Female",3,0,0,0,1,0,18,0,1,0,0,0,0,0,0,0,18
24,"M","DUI Level 0.15 Or Minor In Veh","Caucasian","Medium","Male",3,0,1,2,5,0,0,0,1,0,0,1,1,0,0,0,0
22,"F","Burglary Dwelling Armed","African-American","Low","Male",0,0,0,0,3,1,71,0,0,0,0,0,0,0,0,1,30
39,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
20,"F","Pos Cannabis W/Intent Sel/Del","Hispanic","High","Male",3,0,0,0,10,1,42,0,1,0,0,0,0,1,0,0,30
46,"F","arrest case no charge","Caucasian","Medium","Male",10,0,0,0,7,1,73,0,0,1,0,0,0,0,0,0,30
38,"F","Possession Of Methamphetamine","Caucasian","Low","Male",1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1
23,"M","Viol Pretrial Release Dom Viol","Caucasian","High","Male",0,0,0,0,8,1,3,0,0,0,0,0,0,0,1,0,3
39,"F","Burglary Unoccupied Dwelling","Other","Medium","Male",6,0,0,0,5,0,26,0,0,1,0,0,0,0,0,1,26
25,"F","Felony Battery","African-American","High","Male",0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,2
31,"F","Driving While License Revoked","African-American","High","Male",19,0,0,0,9,1,1,0,0,1,0,0,0,0,0,0,1
25,"M","Battery","African-American","Low","Female",1,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,1
26,"F","arrest case no charge","African-American","Medium","Male",6,0,0,0,6,0,2,0,0,1,0,0,0,0,0,0,2
25,"F","Possession Burglary Tools","African-American","High","Male",2,0,0,1,9,0,274,0,1,0,0,0,1,0,0,1,30
37,"F","Driving While License Revoked","Caucasian","High","Male",11,0,0,0,8,1,1,0,0,1,0,0,0,0,0,0,1
36,"F","Grand Theft in the 3rd Degree","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
26,"F","Pos Cannabis W/Intent Sel/Del","African-American","Medium","Male",1,0,0,0,6,1,1,1,0,0,0,0,0,1,0,0,1
21,"F","Grand Theft in the 3rd Degree","Other","Low","Male",3,0,2,0,2,1,1,0,1,0,0,1,0,0,0,1,1
35,"F","Resist Officer w/Violence","African-American","Low","Male",7,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0
22,"F","Crim Use of Personal ID Info","African-American","Low","Male",2,0,0,0,4,1,2,0,1,0,0,0,0,0,0,0,2
25,"F","Aggravated Battery","Caucasian","Low","Male",0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
36,"M","Operating W/O Valid License","Hispanic","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
24,"M","Susp Drivers Lic 1st Offense","African-American","Medium","Male",2,0,0,0,7,1,12,0,1,0,0,0,0,0,0,0,12
21,"F","Grand Theft in the 3rd Degree","African-American","High","Male",0,0,0,1,9,1,1,0,0,0,0,0,1,0,0,1,1
32,"F","Possession of Cocaine","Caucasian","High","Male",15,2,0,1,9,1,71,0,0,1,1,0,1,1,0,0,30
33,"M","Battery","African-American","Low","Male",2,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0
33,"F","Possession of Cocaine","African-American","High","Male",10,0,0,0,9,1,2,0,0,1,0,0,0,1,0,0,2
29,"M","DUI Property Damage/Injury","Caucasian","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
50,"F","DWI w/Inj Susp Lic / Habit Off","Caucasian","Low","Male",8,0,0,0,3,0,173,0,0,1,0,0,0,0,0,0,30
33,"F","Driving While License Revoked","African-American","High","Male",14,0,0,0,8,1,2,0,0,1,0,0,0,0,0,0,2
37,"F","Agg Battery Grt/Bod/Harm","African-American","High","Male",13,0,1,0,8,1,1,0,0,1,0,1,0,0,1,0,1
27,"F","Burglary Unoccupied Dwelling","African-American","Medium","Male",9,0,0,0,7,1,24,0,0,1,0,0,0,0,0,1,24
27,"M","Battery","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
21,"M","Possess Cannabis/20 Grams Or Less","Hispanic","Medium","Male",1,0,0,0,5,1,1,1,0,0,0,0,0,1,0,0,1
58,"F","arrest case no charge","African-American","Low","Male",1,0,0,0,1,0,61,1,0,0,0,0,0,0,0,0,30
27,"F","Deliver 3,4 Methylenediox","African-American","High","Male",4,0,0,0,8,0,33,0,1,0,0,0,0,1,0,0,30
28,"F","Possession of Cocaine","Caucasian","Medium","Male",1,0,0,0,7,1,31,1,0,0,0,0,0,1,0,0,30
31,"M","Battery","Caucasian","Low","Female",0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1
24,"M","arrest case no charge","African-American","Medium","Male",3,0,0,0,7,0,7,0,1,0,0,0,0,0,0,0,7
26,"F","Possession of Cannabis","African-American","High","Male",6,0,0,0,9,1,18,0,0,1,0,0,0,1,0,0,18
43,"M","DUI- Enhanced","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
22,"F","Felony Batt(Great Bodily Harm)","African-American","Medium","Male",3,0,0,0,6,1,2,0,1,0,0,0,0,0,0,0,2
23,"F","Burglary Unoccupied Dwelling","African-American","Medium","Male",0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,1,3
42,"M","Driving Under The Influence","Caucasian","Low","Male",0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1
30,"M","Battery","African-American","High","Male",18,0,3,0,10,0,18,0,0,1,0,1,0,0,1,0,18
29,"F","False Imprisonment","African-American","High","Male",1,0,0,0,9,0,290,1,0,0,0,0,0,0,0,0,30
38,"F","arrest case no charge","Caucasian","Low","Male",2,0,0,0,4,1,48,0,1,0,0,0,0,0,0,0,30
26,"M","Petit Theft $100- $300","Caucasian","Low","Male",3,0,0,1,4,0,2,0,1,0,0,0,1,0,0,1,2
51,"M","Driving License Suspended","African-American","Medium","Male",5,0,0,0,7,0,5,0,0,1,0,0,0,0,0,0,5
36,"M","Battery","Other","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
62,"M","Battery","Hispanic","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
23,"F","Grand Theft (Motor Vehicle)","African-American","Low","Male",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
34,"F","arrest case no charge","African-American","Medium","Male",7,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,1
35,"M","Violation License Restrictions","African-American","Low","Male",1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1
22,"F","Poss3,4 Methylenedioxymethcath","Caucasian","Low","Male",0,0,0,0,3,0,4,0,0,0,0,0,0,1,0,0,4
29,"M","Assault","African-American","High","Male",10,0,0,0,10,1,109,0,0,1,0,0,0,0,1,0,30
40,"F","Stalking (Aggravated)","African-American","Low","Male",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
36,"F","Possession of Cocaine","African-American","Low","Male",2,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1
26,"F","arrest case no charge","African-American","High","Male",8,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0
25,"F","Burglary Structure Unoccup","African-American","Low","Male",1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,1
69,"M","DUI Level 0.15 Or Minor In Veh","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
27,"F","Grand Theft in the 3rd Degree","African-American","Low","Male",1,0,1,0,4,0,8,1,0,0,0,1,0,0,0,1,8
20,"F","Grand Theft in the 3rd Degree","Caucasian","Medium","Male",0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1,1
27,"F","Throw Deadly Missile Into Veh","African-American","Low","Male",1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2
24,"M","arrest case no charge","African-American","Medium","Female",6,0,0,0,6,0,310,0,0,1,0,0,0,0,0,0,30
42,"F","Aggravated Assault w/Firearm","Caucasian","Low","Male",0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,3
25,"F","Burglary Conveyance Unoccup","Caucasian","Low","Male",1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,1
25,"F","Uttering a Forged Instrument","African-American","Low","Male",0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,7
22,"F","Pos Cannabis W/Intent Sel/Del","African-American","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1
21,"F","Burglary Structure Unoccup","Caucasian","Low","Male",0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1
30,"M","Battery","African-American","Low","Male",1,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,2
46,"M","Battery","Caucasian","Medium","Male",9,0,0,0,5,0,4,0,0,1,0,0,0,0,1,0,4
26,"M","Battery","African-American","Medium","Male",2,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0
33,"F","arrest case no charge","African-American","Medium","Male",0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1
40,"M","Battery","African-American","Low","Male",1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
34,"F","Possession of Cocaine","Caucasian","Low","Male",0,0,0,0,4,0,28,0,0,0,0,0,0,1,0,0,28
22,"F","Grand Theft in the 3rd Degree","Caucasian","Low","Male",1,0,0,0,2,1,37,1,0,0,0,0,0,0,0,1,30
28,"M","arrest case no charge","Hispanic","Medium","Male",3,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1
31,"M","Assault","African-American","Low","Male",4,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,1
59,"M","Driving Under The Influence","Caucasian","Low","Male",3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
37,"F","Aggr Child Abuse-Torture,Punish","Native American","Low","Male",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
50,"F","Aggravated Battery / Pregnant","African-American","Low","Male",0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2
57,"F","Felony Battery w/Prior Convict","African-American","Medium","Male",8,0,0,0,5,1,100,0,0,1,0,0,0,0,1,0,30
31,"M","Assault","African-American","Medium","Male",5,0,0,0,5,0,1,0,0,1,0,0,0,0,1,0,1
44,"F","Grand Theft in the 3rd Degree","African-American","High","Male",9,0,0,0,8,0,25,0,0,1,0,0,0,0,0,1,25
48,"F","Possession of Cocaine","African-American","High","Male",5,0,0,0,9,1,243,0,0,1,0,0,0,1,0,0,30
25,"F","Grand Theft in the 3rd Degree","Caucasian","Low","Female",0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1
51,"M","arrest case no charge","African-American","Low","Male",5,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
50,"F","arrest case no charge","Caucasian","Low","Male",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
57,"F","arrest case no charge","Caucasian","Low","Male",2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2
55,"M","DUI - Enhanced","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
59,"F","Possession of Cocaine","African-American","Low","Male",4,0,0,0,3,1,1,0,1,0,0,0,0,1,0,0,1
42,"F","Aggrav Battery w/Deadly Weapon","African-American","Low","Female",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20,"F","arrest case no charge","Hispanic","High","Male",2,2,0,0,8,1,21,0,1,0,1,0,0,0,0,0,21
21,"F","Purchase Cannabis","Other","Low","Male",0,0,0,0,4,0,29,0,0,0,0,0,0,1,0,0,29
32,"F","Felony Petit Theft","African-American","High","Male",21,0,0,0,9,1,64,0,0,1,0,0,0,0,0,1,30
24,"M","Battery","Hispanic","Low","Female",0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
42,"F","Tampering With Physical Evidence","African-American","Low","Male",1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1
29,"F","arrest case no charge","African-American","High","Male",8,0,0,0,8,1,14,0,0,1,0,0,0,0,0,0,14
21,"F","arrest case no charge","African-American","Medium","Male",1,0,0,0,6,0,8,1,0,0,0,0,0,0,0,0,8
58,"M","DUI Blood Alcohol Above 0.20","Caucasian","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22,"F","Pos Cannabis W/Intent Sel/Del","African-American","Medium","Male",1,0,0,1,7,1,1,1,0,0,0,0,1,1,0,0,1
46,"M","Battery","Caucasian","Low","Male",1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1
50,"M","Battery","Caucasian","Low","Male",0,0,0,0,2,1,14,0,0,0,0,0,0,0,1,0,14
46,"F","Grand Theft in the 3rd Degree","African-American","High","Male",2,0,0,0,9,0,1,0,1,0,0,0,0,0,0,1,1
44,"F","Possession of Cocaine","African-American","High","Female",11,0,1,0,8,1,15,0,0,1,0,1,0,1,0,0,15
35,"M","Battery","African-American","Medium","Male",4,0,0,0,5,0,30,0,1,0,0,0,0,0,1,0,30
30,"F","Grand Theft (Motor Vehicle)","African-American","High","Male",14,0,1,0,9,1,2,0,0,1,0,1,0,0,0,1,2
42,"F","Possession of Cocaine","African-American","Medium","Male",2,0,0,0,5,0,1,0,1,0,0,0,0,1,0,0,1
46,"F","Grand Theft (Motor Vehicle)","African-American","Low","Male",5,0,0,0,1,1,202,0,0,1,0,0,0,0,0,1,30
42,"F","Poss Pyrrolidinovalerophenone","African-American","High","Male",0,0,0,0,10,1,34,0,0,0,0,0,0,1,0,0,30
29,"F","Aggravated Battery / Pregnant","Caucasian","High","Male",7,0,0,0,10,1,1,0,0,1,0,0,0,0,1,0,1
32,"F","Aggravated Battery / Pregnant","African-American","Low","Male",8,0,0,1,4,0,4,0,0,1,0,0,1,0,1,0,4
31,"F","Grand Theft in the 3rd Degree","Other","Medium","Male",5,0,0,0,6,0,3,0,0,1,0,0,0,0,0,1,3
33,"M","Battery","African-American","Low","Female",1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,2
25,"F","Robbery / No Weapon","Caucasian","Low","Male",4,0,0,0,4,0,183,0,1,0,0,0,0,0,0,0,30
33,"M","Battery","African-American","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
21,"F","arrest case no charge","Hispanic","Medium","Male",1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,1
35,"F","Possession of Cocaine","Caucasian","Low","Male",1,0,0,0,1,1,49,1,0,0,0,0,0,1,0,0,30
56,"F","arrest case no charge","African-American","Low","Male",1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3
38,"M","Battery","Caucasian","Low","Male",0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,3
40,"M","arrest case no charge","African-American","Low","Female",4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
28,"F","Grand Theft in the 3rd Degree","African-American","Low","Male",4,0,0,1,4,0,1,0,1,0,0,0,1,0,0,1,1
51,"M","Battery","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
35,"M","Battery","African-American","Low","Male",2,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,2
61,"F","Possession of Cocaine","African-American","Low","Male",5,0,0,0,2,0,12,0,0,1,0,0,0,1,0,0,12
25,"F","Poss Unlaw Issue Driver Licenc","African-American","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
25,"F","Felony Driving While Lic Suspd","African-American","Medium","Male",4,0,0,0,7,1,1,0,1,0,0,0,0,0,0,0,1
26,"M","Petit Theft","African-American","Medium","Male",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
42,"M","Battery","Caucasian","Low","Male",1,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,3
25,"F","Grand Theft in the 3rd Degree","African-American","Low","Female",1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,1,1
26,"M","Driving License Suspended","African-American","High","Male",13,0,1,0,10,1,0,0,0,1,0,1,0,0,0,0,0
31,"F","Poss of Methylethcathinone","African-American","Medium","Male",9,0,0,0,7,0,1,0,0,1,0,0,0,1,0,0,1
35,"F","Possession of Cocaine","Caucasian","Low","Male",1,0,0,1,2,0,1,1,0,0,0,0,1,1,0,0,1
34,"F","Lewd/Lasc Battery Pers 12+/<16","Caucasian","Low","Male",0,0,0,0,1,0,116,0,0,0,0,0,0,0,1,0,30
33,"M","Battery","Caucasian","Low","Female",1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1
30,"F","Carrying Concealed Firearm","African-American","Low","Male",3,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,1
50,"M","Battery","African-American","Low","Female",7,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,1
21,"F","Burglary Dwelling Armed","African-American","Medium","Male",0,0,0,0,5,0,50,0,0,0,0,0,0,0,0,1,30
31,"F","Burglary Conveyance Unoccup","Hispanic","High","Male",16,0,0,0,10,1,483,0,0,1,0,0,0,0,0,1,30
